Year,Current_Franchise,Rnd,OvPck,Debut_Year,fg_id,TC_Hitting_WAR,TC_Pitching_WAR,TC_Total_WAR,Career_Hitting_WAR,Career_Pitching_WAR,Career_Total_WAR
1965,Texas Rangers,164,3894,9842.0,5027017.0,-3.8,21.299999999999997,17.5,-4.2,34.3,30.100000000000005
1966,Atlanta Braves,672,11798,5905.0,3036043.0,1.0,12.700000000000001,13.700000000000001,0.8999999999999999,13.5,14.4
1966,Baltimore Orioles,367,6864,3945.0,2004367.0,1.4,0.0,1.4,3.8,0.0,3.8
1966,Boston Red Sox,315,5947,5906.0,3021132.0,1.9999999999999998,8.2,10.2,3.6,18.1,21.7
1966,Chicago Cubs,532,10066,5901.0,3033088.0,-1.5,14.2,12.7,-1.5,14.0,12.5
1966,Chicago White Sox,265,5177,9849.0,5029207.0,5.300000000000001,2.6,7.8999999999999995,5.900000000000001,2.6,8.5
1966,Cincinnati Reds,93,1797,3936.0,2011750.0,-1.4,20.2,18.8,-2.8,26.1,23.3
1966,Cleveland Indians,246,4770,3936.0,2014835.0,0.2,0.0,0.2,0.2,0.0,0.2
1966,Detroit Tigers,244,4765,1968.0,1001821.0,-0.1,3.8,3.7,-0.1,3.8,3.7
1966,Houston Astros,324,6049,7880.0,4045760.0,8.4,8.9,17.3,16.6,8.100000000000001,24.700000000000003
1966,Los Angeles Angels,292,5591,5909.0,3009834.0,1.4,0.0,1.4,1.4,0.0,1.4
1966,Los Angeles Dodgers,872,15909,11818.0,6046044.0,29.4,1.9,31.299999999999997,46.6,28.5,75.10000000000001
1966,Minnesota Twins,710,13338,1971.0,1001366.0,14.9,0.0,14.9,17.2,0.0,17.2
1966,New York Mets,581,10480,3939.0,2014947.0,5.0,6.6,11.6,9.9,6.6,16.5
1966,New York Yankees,815,13527,9854.0,5051046.0,-0.8,6.6,5.8,0.09999999999999992,6.2,6.299999999999999
1966,Oakland Athletics,232,4310,3939.0,2011579.0,34.1,3.3,37.4,72.8,3.1,75.9
1966,Philadelphia Phillies,164,3137,1970.0,1010871.0,0.3,1.2,1.5,0.3,1.2,1.5
1966,Pittsburgh Pirates,395,7694,9851.0,5026361.0,44.6,-2.3,42.300000000000004,63.800000000000004,-2.6999999999999997,61.10000000000001
1966,San Francisco Giants,333,6501,9849.0,5046781.0,-1.4,4.4,3.0,-1.4,4.4,3.0
1966,St. Louis Cardinals,641,11844,3938.0,2014418.0,0.7000000000000002,10.7,11.4,-0.10000000000000009,9.8,9.7
1966,Texas Rangers,203,3850,3938.0,2016633.0,3.3,-0.1,3.1999999999999997,2.0,-0.1,1.9
1967,Atlanta Braves,409,7751,5905.0,3008288.0,22.4,0.0,22.4,48.0,0.0,48.0
1967,Baltimore Orioles,505,9138,5914.0,3012174.0,47.2,0.3,47.5,98.6,0.3,98.89999999999999
1967,Boston Red Sox,102,1870,1969.0,1004539.0,0.0,0.7,0.7,-0.3,-0.9,-1.2
1967,Chicago Cubs,248,4588,3938.0,2014801.0,-0.2,0.0,-0.2,-0.2,0.0,-0.2
1967,Chicago White Sox,577,10639,1969.0,1009896.0,0.0,0.2,0.2,0.0,0.2,0.2
1967,Cincinnati Reds,743,12732,5911.0,3031937.0,1.0,3.5,4.5,1.2999999999999998,3.8,5.1
1967,Cleveland Indians,749,13650,11823.0,6024201.0,0.10000000000000053,4.8999999999999995,5.000000000000001,-1.4999999999999991,7.0,5.500000000000001
1967,Detroit Tigers,576,10768,9858.0,5029360.0,-0.30000000000000004,-0.20000000000000004,-0.5000000000000001,-0.30000000000000004,-0.20000000000000004,-0.5000000000000001
1967,Houston Astros,346,6463,3939.0,2019859.0,12.2,0.0,12.2,27.0,0.0,27.0
1967,Los Angeles Angels,259,4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,Los Angeles Dodgers,654,11857,3946.0,2018063.0,13.6,-0.3,13.299999999999999,18.5,-0.3,18.2
1967,Minnesota Twins,700,13260,9860.0,5027131.0,4.1,22.4,26.5,31.4,30.8,62.199999999999996
1967,New York Mets,844,14875,9858.0,5043191.0,-0.7,29.6,28.9,-0.7,45.7,45.00000000000001
1967,New York Yankees,1314,21550,9856.0,5016871.0,8.799999999999999,-0.09999999999999998,8.7,8.5,-0.09999999999999998,8.4
1967,Oakland Athletics,681,12572,1969.0,1001094.0,-0.6,24.0,23.4,-0.2,49.6,49.4
1967,Philadelphia Phillies,203,3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,Pittsburgh Pirates,408,7864,3942.0,2021781.0,19.2,0.0,19.2,27.2,0.0,27.2
1967,San Francisco Giants,487,9225,7886.0,4034064.0,3.999999999999999,9.2,13.2,5.1,15.5,20.6
1967,St. Louis Cardinals,450,8559,3937.0,2022839.0,18.8,17.5,36.3,56.400000000000006,52.1,108.5
1967,Texas Rangers,548,10207,9865.0,5047677.0,4.2,0.49999999999999994,4.7,6.5,0.49999999999999994,7.0
1968,Atlanta Braves,280,6089,5915.0,3015562.0,0.1,-0.5,-0.4,0.1,-0.5,-0.4
1968,Baltimore Orioles,607,12853,9865.0,5020847.0,16.7,1.4,18.099999999999998,28.1,2.9,31.0
1968,Boston Red Sox,504,11398,7883.0,4028320.0,11.1,25.6,36.7,60.1,34.7,94.79999999999998
1968,Chicago Cubs,274,6159,3942.0,2004599.0,2.3,0.0,2.3,20.1,0.0,20.1
1968,Chicago White Sox,314,7009,9857.0,5048660.0,5.9,0.5,6.4,3.6999999999999997,1.5,5.199999999999999
1968,Cincinnati Reds,349,7586,1970.0,1013939.0,0.1,0.9,1.0,0.1,21.0,21.1
1968,Cleveland Indians,391,8444,9854.0,5031259.0,0.8,-0.6,0.20000000000000007,9.8,-0.6,9.200000000000001
1968,Detroit Tigers,598,13046,7890.0,4036499.0,1.2999999999999998,0.0,1.2999999999999998,0.6,0.0,0.6
1968,Houston Astros,333,7178,7883.0,4025848.0,-2.1,12.6,10.5,-1.5,28.599999999999998,27.1
1968,Kansas City Royals,1090,22608,5912.0,3023761.0,0.6,17.700000000000003,18.299999999999997,0.6,33.3,33.9
1968,Los Angeles Angels,404,8908,5908.0,3013258.0,-0.7,16.8,16.1,-0.7,16.8,16.1
1968,Los Angeles Dodgers,1056,18105,11821.0,6033446.0,19.2,7.6,26.8,52.800000000000004,35.0,87.8
1968,Milwaukee Brewers,304,6938,5919.0,3022934.0,-0.19999999999999996,2.4,2.1999999999999997,-0.19999999999999996,2.4,2.1999999999999997
1968,Minnesota Twins,358,8051,3943.0,2022440.0,1.2999999999999998,0.0,1.2999999999999998,1.0,0.0,1.0
1968,New York Mets,435,9139,9855.0,5052061.0,13.799999999999999,-1.4,12.399999999999999,18.9,-2.1,16.8
1968,New York Yankees,393,8442,5922.0,3033387.0,27.099999999999998,0.0,27.099999999999998,40.699999999999996,0.0,40.699999999999996
1968,Oakland Athletics,238,5139,1970.0,1012626.0,0.1,0.4,0.5,0.1,0.4,0.5
1968,Philadelphia Phillies,255,5612,1970.0,1007855.0,13.8,0.0,13.8,32.7,0.0,32.7
1968,Pittsburgh Pirates,384,8424,5914.0,3027088.0,9.3,9.9,19.2,18.999999999999996,19.7,38.7
1968,San Diego Padres,77,1769,1970.0,1011059.0,0.5,0.0,0.5,0.5,0.0,0.5
1968,San Francisco Giants,244,5381,3943.0,2014338.0,17.7,0.0,17.7,30.7,0.0,30.7
1968,St. Louis Cardinals,489,10746,5919.0,3020228.0,3.9000000000000004,14.8,18.7,7.2,23.2,30.4
1968,Texas Rangers,242,5323,7888.0,4024174.0,-0.8999999999999999,-0.5,-1.4,-1.2,-0.6,-1.8
1968,Washington Nationals,135,3075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,Atlanta Braves,245,5661,7887.0,4014779.0,8.326672684688674e-17,-0.6,-0.5999999999999999,-0.9,-0.6,-1.5
1969,Baltimore Orioles,363,8166,3950.0,2018023.0,0.8,4.1,4.8999999999999995,0.8,4.6,5.3999999999999995
1969,Boston Red Sox,166,3819,11843.0,6036307.0,25.1,1.0,26.1,78.69999999999999,1.0,79.69999999999999
1969,Chicago Cubs,414,9642,9856.0,5037937.0,20.1,3.0,23.1,25.2,16.6,41.800000000000004
1969,Chicago White Sox,416,9484,3950.0,2017672.0,0.2,0.0,0.2,0.2,0.0,0.2
1969,Cincinnati Reds,289,6679,7897.0,4016374.0,18.2,18.9,37.099999999999994,32.800000000000004,22.3,55.1
1969,Cleveland Indians,720,16562,5920.0,3001954.0,22.400000000000002,0.0,22.400000000000002,73.10000000000001,0.0,73.10000000000001
1969,Detroit Tigers,197,4636,5912.0,3026336.0,0.0,3.1999999999999997,3.2,0.1,2.6,2.7
1969,Houston Astros,234,5219,5918.0,3024534.0,-0.6000000000000001,13.3,12.7,13.399999999999999,32.5,45.900000000000006
1969,Kansas City Royals,1663,30797,9866.0,5035413.0,9.9,0.6000000000000001,10.5,12.2,0.6000000000000001,12.799999999999999
1969,Los Angeles Angels,372,8450,3942.0,2014251.0,0.0,6.3,6.3,-0.6000000000000001,9.5,8.9
1969,Los Angeles Dodgers,376,8383,9865.0,5051479.0,3.900000000000001,-0.1,3.8,17.999999999999996,-0.1,17.9
1969,Milwaukee Brewers,530,12054,13808.0,7042213.0,11.5,12.5,24.0,23.799999999999994,17.5,41.300000000000004
1969,Minnesota Twins,777,17417,5915.0,3017749.0,-0.8,51.7,50.9,-2.0,105.89999999999999,103.89999999999999
1969,New York Mets,390,8797,9862.0,5037568.0,-1.2999999999999998,4.0,2.7,1.4000000000000001,4.0,5.4
1969,New York Yankees,549,12255,3947.0,2015142.0,0.4,-0.3,0.09999999999999998,0.2,-0.3,-0.1
1969,Oakland Athletics,356,8203,9867.0,5033383.0,-0.1,7.300000000000001,7.2,-0.1,10.5,10.399999999999999
1969,Philadelphia Phillies,367,8363,9862.0,5029433.0,17.1,0.1,17.2,36.9,0.1,37.0
1969,Pittsburgh Pirates,411,9183,5915.0,3019633.0,0.0,0.20000000000000004,0.2,0.0,0.20000000000000004,0.2
1969,San Diego Padres,246,5894,1972.0,1003743.0,-0.6,0.0,-0.6,-1.1,0.0,-1.1
1969,San Francisco Giants,396,9223,9863.0,5055783.0,14.9,-0.1,14.8,14.6,-0.1,14.5
1969,St. Louis Cardinals,475,11092,7886.0,4032864.0,3.5999999999999996,0.0,3.5999999999999996,4.800000000000001,0.0,4.800000000000001
1969,Texas Rangers,475,10529,7893.0,4016676.0,6.8,2.5,9.3,16.2,2.5,18.7
1969,Washington Nationals,945,18882,5914.0,3026973.0,1.7,4.5,6.2,2.5,4.0,6.5
1970,Atlanta Braves,188,4531,5917.0,3017684.0,-5.199999999999999,2.6,-2.5999999999999996,-5.6,2.3,-3.3
1970,Baltimore Orioles,525,11256,5923.0,3016127.0,-0.30000000000000004,0.1,-0.20000000000000004,-0.30000000000000004,0.1,-0.20000000000000004
1970,Boston Red Sox,300,7138,1974.0,1001022.0,2.3,0.0,2.3,1.8,0.0,1.8
1970,Chicago Cubs,645,14260,3943.0,2016709.0,-1.0,35.5,34.5,-0.30000000000000004,68.5,68.2
1970,Chicago White Sox,314,7237,11832.0,6038722.0,-0.4000000000000001,24.4,24.0,4.0,47.0,51.0
1970,Cincinnati Reds,397,9117,7898.0,4031939.0,3.3000000000000003,10.100000000000001,13.4,11.9,10.0,21.900000000000002
1970,Cleveland Indians,303,6843,7897.0,4032273.0,0.9000000000000001,-0.09999999999999998,0.8,0.6000000000000001,-0.3,0.30000000000000004
1970,Detroit Tigers,398,9455,7895.0,4021394.0,1.5999999999999999,3.6999999999999997,5.3,1.5999999999999999,3.1999999999999997,4.8
1970,Houston Astros,186,4269,1973.0,1005086.0,10.6,0.0,10.6,13.0,0.0,13.0
1970,Kansas City Royals,359,8205,1973.0,1010443.0,4.0,0.0,4.0,2.6,0.0,2.6
1970,Los Angeles Angels,243,5616,11843.0,6027264.0,-4.5,1.2,-3.3000000000000003,-5.1,-0.6000000000000001,-5.7
1970,Los Angeles Dodgers,344,7903,3950.0,2022505.0,-0.1,0.9,0.8,-0.1,0.9,0.8
1970,Milwaukee Brewers,213,4853,3945.0,2023611.0,12.8,2.5,15.3,40.8,2.8,43.599999999999994
1970,Minnesota Twins,622,14151,3952.0,2018822.0,-1.0,0.1,-0.9,-1.0,0.1,-0.9
1970,New York Mets,414,9826,1974.0,1001131.0,0.6,0.0,0.6,0.6,0.0,0.6
1970,New York Yankees,474,10866,5919.0,3014081.0,-0.5,17.5,17.0,-0.5,26.700000000000003,26.2
1970,Not a MLB Franchise,35,740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,Oakland Athletics,119,2842,1975.0,1004216.0,9.0,0.0,9.0,10.3,0.0,10.3
1970,Philadelphia Phillies,275,6304,9869.0,5028436.0,-3.4,0.4,-3.0,-3.4,0.4,-3.0
1970,Pittsburgh Pirates,576,12674,3947.0,2019900.0,37.1,0.0,37.1,47.2,0.0,47.2
1970,San Diego Padres,221,4958,11836.0,6043523.0,0.2999999999999997,4.999999999999999,5.3,5.4,10.0,15.400000000000002
1970,San Francisco Giants,290,6781,5923.0,3013656.0,-0.4,1.6,1.2000000000000002,-0.5,1.7999999999999998,1.3000000000000003
1970,St. Louis Cardinals,458,10309,9867.0,5033886.0,23.2,9.700000000000001,32.9,26.6,28.2,54.8
1970,Texas Rangers,429,9474,1973.0,1013494.0,-0.1,8.6,8.5,-0.2,15.2,15.0
1970,Washington Nationals,284,6461,11842.0,6050972.0,7.300000000000001,2.0999999999999996,9.4,7.600000000000001,6.0,13.600000000000001
1971,Atlanta Braves,124,2858,7902.0,4026716.0,-1.2,0.8,-0.4000000000000001,-1.0,2.1,1.0999999999999999
1971,Baltimore Orioles,180,4348,3954.0,2016973.0,4.0,-0.6,3.4,4.6,-0.6,3.9999999999999996
1971,Boston Red Sox,289,6807,7902.0,4021657.0,26.5,0.6,27.1,51.099999999999994,0.6,51.699999999999996
1971,Chicago Cubs,165,3882,5923.0,3032875.0,-2.8,15.2,12.4,-2.8,21.5,18.7
1971,Chicago White Sox,149,3382,3950.0,2017775.0,1.8,0.4,2.2,1.8,0.4,2.2
1971,Cincinnati Reds,201,4864,3953.0,2024643.0,3.3,0.0,3.3,2.8999999999999995,0.0,2.8999999999999995
1971,Cleveland Indians,204,4724,3953.0,2002053.0,0.0,1.1,1.1,0.0,14.6,14.6
1971,Detroit Tigers,423,9545,7904.0,4028912.0,-2.2,-1.0,-3.1999999999999997,-5.2,-1.0,-6.200000000000001
1971,Houston Astros,105,2425,3949.0,2016468.0,-1.0,-0.2,-1.2000000000000002,-1.0,-0.2,-1.2000000000000002
1971,Kansas City Royals,239,5427,7902.0,4024826.0,32.599999999999994,6.8,39.4,84.1,5.6,89.69999999999999
1971,Los Angeles Angels,344,7801,5923.0,3031225.0,9.7,27.3,37.0,8.7,58.9,67.60000000000001
1971,Los Angeles Dodgers,448,9996,7896.0,4032293.0,2.2,8.4,10.6,5.9,35.199999999999996,41.1
1971,Milwaukee Brewers,86,1878,9870.0,5022849.0,3.4,4.1000000000000005,7.499999999999999,8.2,3.4000000000000004,11.600000000000001
1971,Minnesota Twins,455,10422,3955.0,2017627.0,5.5,0.0,5.5,6.6,0.0,6.6
1971,New York Mets,315,7118,5931.0,3014202.0,-0.09999999999999998,0.2,0.1,-0.09999999999999998,0.2,0.1
1971,New York Yankees,239,5615,5923.0,3028415.0,2.8000000000000003,28.0,30.800000000000004,3.4,49.3,52.699999999999996
1971,Not a MLB Franchise,41,863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,Oakland Athletics,160,3790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,Philadelphia Phillies,487,10850,5921.0,3036077.0,42.1,1.9000000000000001,44.0,106.10000000000001,1.9000000000000001,108.0
1971,Pittsburgh Pirates,361,8544,3951.0,2011306.0,6.3999999999999995,2.3,8.7,10.200000000000001,3.3,13.5
1971,San Diego Padres,140,3116,9861.0,5027492.0,-0.30000000000000004,10.6,10.299999999999999,-0.30000000000000004,25.9,25.6
1971,San Francisco Giants,231,5145,7906.0,4040700.0,-0.1,0.19999999999999996,0.09999999999999998,-0.1,0.19999999999999996,0.09999999999999998
1971,St. Louis Cardinals,408,8823,7895.0,4024345.0,36.0,0.0,36.0,106.29999999999998,0.0,106.29999999999998
1971,Texas Rangers,246,5532,1976.0,1010555.0,4.2,0.0,4.2,3.3,0.0,3.3
1971,Washington Nationals,232,4967,3948.0,2021285.0,0.8,0.9,1.7000000000000002,0.8,0.9,1.7000000000000002
1972,Atlanta Braves,165,3775,1975.0,1005318.0,0.1,1.9,2.0,0.2,1.4,1.6
1972,Baltimore Orioles,324,7321,5937.0,3026792.0,2.0,-1.0,1.0,2.0,-1.0,1.0
1972,Boston Red Sox,157,3637,7903.0,4025994.0,0.19999999999999996,8.8,9.0,19.299999999999997,11.7,31.0
1972,Chicago Cubs,297,6894,7901.0,4031489.0,-1.3,12.8,11.5,-0.9,17.3,16.400000000000002
1972,Chicago White Sox,152,3477,3950.0,2013459.0,-1.8,0.0,-1.8,-1.8,0.0,-1.8
1972,Cincinnati Reds,223,4991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Cleveland Indians,197,4258,3950.0,2011728.0,6.7,26.5,33.2,6.6,61.8,68.39999999999999
1972,Detroit Tigers,342,7945,13827.0,7062173.0,7.1000000000000005,15.4,22.5,6.2,18.799999999999997,24.999999999999993
1972,Houston Astros,168,3807,1973.0,1002742.0,0.4,3.5,3.9,0.4,3.5,3.9
1972,Kansas City Royals,495,11061,7899.0,4042893.0,0.6999999999999997,24.5,25.2,3.9,32.3,36.199999999999996
1972,Los Angeles Angels,145,3271,5925.0,3011131.0,18.799999999999997,0.0,18.799999999999997,24.699999999999996,0.0,24.699999999999996
1972,Los Angeles Dodgers,293,6612,3956.0,2004914.0,-2.8000000000000003,0.0,-2.8000000000000003,-2.8000000000000003,0.0,-2.8000000000000003
1972,Milwaukee Brewers,266,5993,7901.0,4037557.0,0.9,-0.4,0.5,0.9,-0.4,0.5
1972,Minnesota Twins,292,6450,7905.0,4013778.0,10.1,0.0,10.1,10.1,0.0,10.1
1972,New York Mets,399,8415,5924.0,3024700.0,-0.9,11.4,10.499999999999998,-0.4,12.9,12.499999999999998
1972,New York Yankees,341,7764,9886.0,5031125.0,0.1,17.5,17.599999999999998,0.1,24.8,24.9
1972,Oakland Athletics,222,5126,3951.0,2008194.0,22.8,-0.1,22.7,52.0,-0.1,51.9
1972,Philadelphia Phillies,223,4944,5923.0,3024938.0,1.9,27.9,29.8,1.7000000000000002,39.900000000000006,41.6
1972,Pittsburgh Pirates,445,10274,9879.0,5027210.0,28.9,17.7,46.6,63.3,41.800000000000004,105.10000000000001
1972,San Diego Padres,124,2654,7893.0,4035473.0,3.5,22.5,26.000000000000004,2.3000000000000003,22.5,24.8
1972,San Francisco Giants,503,10593,5925.0,3015754.0,0.0,32.8,32.8,1.2000000000000002,43.7,44.9
1972,St. Louis Cardinals,475,10601,3952.0,2017906.0,0.6,2.9000000000000004,3.5,0.5,2.9000000000000004,3.4000000000000004
1972,Texas Rangers,375,7878,9879.0,5038477.0,32.1,0.0,32.1,39.5,0.0,39.5
1972,Washington Nationals,114,2503,7903.0,4021825.0,42.800000000000004,1.7,44.50000000000001,85.60000000000001,1.7,87.30000000000001
1973,Atlanta Braves,241,5401,5933.0,3017774.0,-4.4,0.9,-3.5000000000000004,-4.7,0.9,-3.8000000000000003
1973,Baltimore Orioles,172,3973,5929.0,3023543.0,32.7,26.900000000000002,59.6,72.0,44.0,116.0
1973,Boston Red Sox,202,4717,7902.0,4023036.0,30.9,0.8,31.7,48.6,0.8,49.4
1973,Chicago Cubs,286,6584,7905.0,4038151.0,-0.10000000000000009,17.2,17.1,1.1,30.6,31.7
1973,Chicago White Sox,434,9486,7898.0,4042214.0,0.8,8.399999999999999,9.200000000000001,-1.5,7.9,6.4
1973,Cincinnati Reds,296,6766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,Cleveland Indians,234,4941,3954.0,2018420.0,0.1,0.0,0.1,0.1,0.0,0.1
1973,Detroit Tigers,269,6281,1977.0,1000046.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,Houston Astros,79,1856,3955.0,2020154.0,0.3,7.5,7.8,0.3,7.1,7.4
1973,Kansas City Royals,768,14581,1976.0,1006588.0,12.9,0.0,12.9,20.7,0.0,20.7
1973,Los Angeles Angels,205,4569,1980.0,1006811.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,Los Angeles Dodgers,127,2969,3952.0,2015310.0,-1.5,0.0,-1.5,-2.0,0.0,-2.0
1973,Milwaukee Brewers,188,4134,1974.0,1014396.0,17.3,0.0,17.3,66.5,0.0,66.5
1973,Minnesota Twins,222,5002,5924.0,3019519.0,-3.3,0.8,-2.4999999999999996,-4.1000000000000005,0.8,-3.3000000000000003
1973,New York Mets,439,9703,5931.0,3024047.0,10.5,1.2000000000000002,11.7,14.1,1.2000000000000002,15.299999999999999
1973,New York Yankees,217,4945,7910.0,4021261.0,4.800000000000001,18.4,23.200000000000003,13.600000000000001,17.6,31.200000000000003
1973,Oakland Athletics,339,7871,9889.0,5034409.0,29.5,7.6,37.1,45.099999999999994,7.800000000000001,52.9
1973,Philadelphia Phillies,167,3654,9885.0,5048874.0,16.3,6.3999999999999995,22.7,21.4,6.699999999999999,28.1
1973,Pittsburgh Pirates,312,7413,3955.0,2019529.0,8.5,0.0,8.5,8.299999999999999,0.0,8.299999999999999
1973,San Diego Padres,125,2739,5923.0,3024827.0,22.8,1.4,24.2,57.1,1.4,58.5
1973,San Francisco Giants,175,3864,9883.0,5040966.0,15.299999999999999,-0.4,14.899999999999999,44.0,-0.4,43.6
1973,St. Louis Cardinals,794,15317,7909.0,4041126.0,-0.7,7.5,6.8,-0.7,8.0,7.3
1973,Texas Rangers,307,6656,7906.0,4016478.0,0.0,23.1,23.1,-0.4,29.0,28.6
1973,Washington Nationals,164,3648,3957.0,2017392.0,13.5,0.0,13.5,17.799999999999997,0.0,17.799999999999997
1974,Atlanta Braves,83,1764,7906.0,4027857.0,11.9,6.8,18.7,43.099999999999994,9.9,53.0
1974,Baltimore Orioles,452,9293,5930.0,3014924.0,11.9,-0.2,11.700000000000001,13.0,-0.2,12.8
1974,Boston Red Sox,110,2583,3956.0,2005299.0,0.0,0.3,0.3,0.0,0.3,0.3
1974,Chicago Cubs,160,3551,5934.0,3035732.0,-3.7,0.2,-3.5,-4.3999999999999995,0.2,-4.2
1974,Chicago White Sox,162,3600,7902.0,4034089.0,-0.2,21.7,21.5,-0.2,24.6,24.400000000000002
1974,Cincinnati Reds,338,7736,11867.0,6043733.0,12.800000000000002,6.0,18.799999999999997,18.1,13.0,31.099999999999998
1974,Cleveland Indians,189,4167,3957.0,2006234.0,-0.5,2.6,2.1,-0.5,2.6,2.1
1974,Detroit Tigers,292,6534,5930.0,3026842.0,21.400000000000002,8.5,29.9,43.199999999999996,8.5,51.699999999999996
1974,Houston Astros,91,2076,1979.0,1007035.0,-0.8,0.0,-0.8,-0.8,0.0,-0.8
1974,Kansas City Royals,263,5695,1976.0,1014113.0,22.9,0.0,22.9,37.8,0.0,37.8
1974,Los Angeles Angels,242,5178,13840.0,7050211.0,2.0999999999999996,1.2,3.3,18.0,1.2,19.200000000000003
1974,Los Angeles Dodgers,118,2768,3958.0,2024647.0,0.7999999999999999,5.699999999999999,6.5,2.8000000000000003,33.300000000000004,36.1
1974,Milwaukee Brewers,77,1668,13835.0,7018321.0,7.0,19.200000000000003,26.2,19.5,27.6,47.099999999999994
1974,Minnesota Twins,405,8396,3953.0,2015953.0,17.5,0.0,17.5,27.400000000000002,0.0,27.400000000000002
1974,New York Mets,360,7917,7917.0,4032560.0,-0.1,-0.30000000000000004,-0.4,-0.1,-0.6000000000000001,-0.7000000000000001
1974,New York Yankees,218,4944,7911.0,4036004.0,0.10000000000000003,0.0,0.10000000000000003,5.9,0.0,5.9
1974,Oakland Athletics,170,3993,3958.0,2022097.0,-0.3,1.8,1.5,-0.3,1.8,1.5
1974,Philadelphia Phillies,290,6240,9892.0,5043587.0,21.1,3.9,25.0,46.599999999999994,5.199999999999999,51.800000000000004
1974,Pittsburgh Pirates,344,7266,9894.0,5036930.0,-3.1999999999999997,13.0,9.8,-3.5999999999999996,29.700000000000003,26.1
1974,San Diego Padres,152,3296,3952.0,2014120.0,-0.2,0.0,-0.2,2.3,0.0,2.3
1974,San Francisco Giants,211,4832,7914.0,4047696.0,-0.5,5.1,4.6000000000000005,-0.5,6.5,6.000000000000001
1974,St. Louis Cardinals,242,5324,3955.0,2014997.0,18.3,6.5,24.8,24.3,6.2,30.5
1974,Texas Rangers,321,6743,13840.0,7033921.0,-0.6,25.299999999999997,24.7,-0.5,39.1,38.6
1974,Washington Nationals,201,4451,3956.0,2015054.0,-0.4,0.0,-0.4,-0.4,0.0,-0.4
1975,Atlanta Braves,156,3653,11868.0,6055527.0,7.8,-0.1,7.699999999999999,15.1,-0.1,15.0
1975,Baltimore Orioles,321,7116,5944.0,3013714.0,3.3000000000000003,0.6,3.9000000000000004,3.1,0.6,3.7
1975,Boston Red Sox,240,5570,9899.0,5050426.0,5.3,6.3,11.6,5.1000000000000005,6.3,11.4
